Stock: AAPLE
Description: Close price from April 15 2021 to April 15 2016
27.4625
26.870001
26.727501
26.782499
26.4925
26.42
26.27
26.0875
24.455
23.7075
23.434999
23.41
23.795
23.547501
23.309999
23.18
23.1975
23.355
23.127501
22.584999
22.629999
23.469999
23.372499
23.639999
23.549999
23.805
24.1075
24.475
24.905001
25.102501
25.0875
24.965
24.615
24.43
24.48
24.657499
24.7575
24.735001
24.9125
24.7075
24.334999
24.365
24.285
24.387501
23.8325
23.775
23.977501
23.887501
24.025
23.35
23.01
23.397499
23.6
23.9
23.9725
23.747499
23.8825
23.985001
24.17
24.245001
24.355
24.217501
24.6975
24.695
24.9575
24.967501
24.99
24.8575
24.665001
24.334999
24.1675
25.737499
26.084999
26.0525
26.512501
26.120001
26.4475
26.467501
26.870001
27.092501
27.202499
27
26.9825
27.045
27.370001
27.344999
27.305
27.27
27.34
27.127501
27.2125
27.0075
26.8925
26.735001
26.705
26.5
26.525
26.682501
26.932501
26.924999
27.09
26.379999
25.782499
26.360001
26.987499
27.942499
28.8925
28.73
28.395
28.3925
28.387501
28.655001
28.1775
28.219999
28.272499
28.487499
28.045
28.262501
28.129999
28.25
28.262501
28.4725
28.514999
29.012501
29.075001
29.334999
29.245001
29.407499
29.387501
29.3675
29.280001
29.264999
29.15
29.4125
29.5625
28.897499
28.620001
28.43
28.385
27.872499
27.897499
27.4575
27.209999
27.602501
27.764999
27.719999
26.9475
27.1075
26.4275
26.7775
27.497499
27.487499
27.514999
27.932501
27.950001
27.807501
27.9475
27.8925
27.865
27.629999
27.372499
27.475
27.2775
27.487499
27.7575
28.030001
28.487499
28.325001
28.797501
28.797501
28.955
28.9925
29.16
29.237499
29.264999
29.0725
29.129999
29.315001
29.190001
29.182501
28.955
29.0375
29.004999
29.1525
29.477501
29.747499
29.7775
29.9375
29.8125
29.76
30
29.997499
29.945
30
30.02
29.9925
30.469999
30.485001
30.487499
30.407499
30.3375
32.1875
32.1325
32.27
32.572498
32.8825
33.009998
33.105
33.029999
33.322498
33.755001
33.877499
33.837502
33.93
34.174999
34.2775
34.1325
34.165001
34.232498
34.247501
34.947498
34.740002
34.945
34.834999
34.880001
34.75
34.669998
34.785
34.799999
34.747501
35.115002
35.172501
34.997501
35.365002
34.959999
35.355
35.23
35.16
35.220001
35.950001
36.029999
35.982498
35.915001
35.924999
36.192501
36.005001
35.915001
35.834999
35.7925
35.407501
35.450001
35.262501
35.4575
35.299999
35.169998
35.610001
35.567501
35.91
36.1325
35.919998
35.947498
35.912498
36.645
36.877499
36.764999
36.6325
37.240002
38.252499
38.497501
38.314999
38.487499
39.025002
38.924999
38.8675
37.5625
38.134998
38.264999
38.497501
38.450001
38.334999
38.467499
38.4025
38.4175
38.189999
38.294998
38.862499
38.482498
38.612499
38.842499
38.747501
37.244999
36.355
36.647499
36.290001
36.072498
35.567501
36.584999
36.252499
36.467499
36.407501
36.57
36.455002
35.932499
36.4575
35.919998
36.005001
35.875
36.022499
35.682499
36.044998
36.264999
36.3825
36.435001
36.942501
37.259998
37.389999
37.52
37.755001
37.584999
37.567501
38.022499
38.185001
38.365002
37.639999
37.375
37.182499
37.512501
39.285
38.892502
39.0975
39.702499
40.02
40.264999
38.830002
39.369999
39.962502
40.400002
40.237499
39.465
39.375
39.302502
39.945
39.994999
39.817501
39.965
40.3675
40.727501
40.837502
41
41.012501
40.52
40.477501
40.314999
39.657501
40.375
40.215
39.912498
39.57
39.970001
39.6675
39.682499
39.017502
38.3475
37.9725
37.637501
38.285
38.557499
38.32
38.529999
38.452499
38.619999
38.369999
38.8475
38.825001
38.959999
38.974998
39.137501
39
39.247501
39.970001
40.1175
39.939999
38.994999
39.0625
39.0425
39.275002
39.102501
39.352501
40.762501
41.68
42.259998
41.7225
42.0275
43.125
43.5625
43.702499
44.060001
43.970001
43.6675
43.4925
42.834999
42.27
42.775002
42.537498
42.494999
43.285
43.740002
43.7425
43.522499
43.267502
42.369999
42.962502
42.762501
42.450001
42.41
42.252499
42.330002
42.342499
43.1675
42.924999
43.067501
43.055
43.4925
44.105
43.634998
43.587502
43.752499
43.752499
42.642502
42.650002
42.77
42.307499
43.064999
43.057499
43.2575
43.75
43.587502
43.5825
43.572498
43.82
44.272499
44.047501
44.775002
44.814999
44.615002
44.25
44.259998
43.555
42.7775
42.877499
41.990002
41.7425
41.857498
41.945
40.125
39.122501
40.7575
39.884998
38.787498
39.102501
40.677502
41.084999
41.842499
43.247501
43.107498
42.962502
42.767502
43.125
43.875
44.7425
44.5975
44.529999
43.75
44.052502
44.205002
44.1675
43.7575
44.235001
44.994999
45.43
44.9925
44.610001
44.662498
44.505001
43.825001
43.810001
42.817501
42.212502
41.235001
43.192501
42.084999
41.619999
41.945
41.669998
42.0975
42.9025
43.200001
42.095001
42.512501
43.3125
43.110001
43.535
43.682499
43.955002
44.560001
44.459999
43.200001
41.43
41.310001
40.735001
40.912498
41.055
40.580002
41.314999
42.275002
44.142502
44.2225
45.9575
46.290001
46.512501
46.84
47.509998
47.147499
47.037498
46.610001
47.044998
46.747501
46.577499
46.907501
46.790001
47.09
47.037498
47.145
46.974998
46.875
46.717499
47.560001
47.9575
48.327499
48.494999
48.365002
47.924999
47.807499
48.07
47.674999
47.700001
47.209999
47.185001
46.422501
46.625
46.365002
46.23
45.5425
46.107498
46.040001
46.375
46.2775
46.794998
45.98
46.349998
46.9925
47.645
47.587502
46.970001
47.7575
47.8325
47.727501
47.862499
47.599998
47.970001
47.860001
47.9025
48.25
48.705002
48.552502
47.744999
47.477501
47.572498
50.375
51.8475
51.997501
52.267502
51.7775
51.8125
52.220001
51.8825
52.217499
52.4375
52.560001
53.330002
54.395
53.865002
53.759998
53.762501
53.872501
54.040001
54.485001
54.924999
55.744999
56.2575
56.907501
57.09
56.717499
55.775002
55.325001
54.5825
55.962502
55.267502
56.602501
55.959999
54.470001
54.560001
54.592499
55.0075
54.415001
55.197498
55.547501
55.105
56.237499
56.435001
56.814999
57.32
58.017502
56.997501
56.072498
55.942501
56.717499
54.09
53.612499
55.5275
54.34
55.537498
55.297501
54.005001
54.827499
55.162498
55.682499
53.772499
54.950001
54.075001
53.060001
53.325001
54.715
55.555
51.869999
50.397499
50.942501
52.487499
52.122501
51.1175
48.5425
48.057499
46.700001
47.852501
48.3825
46.465
44.244999
44.195
43.072498
43.654999
43.560001
45.235001
44.887501
44.645
46.205002
44.172501
43.68
42.122501
42.400002
42.157501
42.275002
42.737499
41.369999
40.985001
41.517502
40.2225
39.2075
37.682499
36.7075
39.2925
39.037498
39.057499
39.435001
39.48
35.547501
37.064999
36.982498
37.6875
38.327499
38.450001
38.072498
37.5
38.267502
38.735001
38.965
39.205002
38.325001
38.48
38.174999
39.439999
39.075001
38.669998
41.3125
41.610001
41.630001
42.8125
43.544998
43.560001
42.735001
42.602501
42.357498
42.7225
42.544998
42.700001
42.605
42.732498
43.0075
42.764999
43.2425
43.557499
43.5825
43.717499
43.287498
43.7425
43.962502
43.8825
43.630001
43.125
43.227501
44.724998
45.227501
45.427502
45.932499
46.529999
47.005001
46.6325
47.040001
48.772499
47.762501
47.185001
46.697498
47.1175
47.18
47.487499
47.810001
48.505001
48.837502
48.922501
49.25
50.025002
49.875
50.154999
49.737499
49.717499
